monthly_charges,total_charges,cltv,tenure_months,contract,churn_value,churn_probability,churn_risk_tier,value_tier,service_bundle_score,risk_flag,churn_reason
24.1,1551.6,5970,61,Two year,0,0.012837597,Low Risk,High Value,0,0,
44.05,202.15,5846,5,Month-to-month,0,0.4576318,Medium Risk,High Value,0,0,
110.8,7882.25,5933,72,Two year,0,0.035176244,Low Risk,High Value,5,0,
114.95,8196.4,6268,72,Two year,0,0.04601594,Low Risk,High Value,6,0,
75.05,202.9,3545,3,Month-to-month,0,0.7817227,High Risk,Low Value,1,1,
19.25,855.1,2282,48,Two year,0,0.008521655,Low Risk,Low Value,0,0,
90.05,5817.0,4039,63,One year,0,0.03550631,Low Risk,Mid Value,3,0,
56.7,1652.95,4472,27,Month-to-month,0,0.12722912,Low Risk,Mid Value,2,0,
80.15,5600.15,5715,70,Two year,0,0.044435512,Low Risk,High Value,5,0,
71.35,515.75,3459,7,Month-to-month,0,0.24624853,Low Risk,Low Value,4,1,
20.25,0.0,5504,0,Two year,0,0.087996654,Low Risk,High Value,0,0,
90.35,190.5,5361,2,Month-to-month,0,0.5316985,Medium Risk,High Value,3,1,
19.7,1253.8,4601,66,Two year,0,0.010852348,Low Risk,Mid Value,0,0,
19.85,57.2,5634,3,Month-to-month,0,0.33016047,Medium Risk,High Value,0,0,
90.35,6563.4,5794,72,Two year,0,0.01399938,Low Risk,High Value,3,0,
20.8,20.8,3678,1,Month-to-month,0,0.7878987,High Risk,Low Value,0,0,
66.85,4758.8,6264,72,Two year,0,0.030607915,Low Risk,High Value,3,0,
19.9,1292.6,6312,65,Two year,0,0.03600359,Low Risk,High Value,0,0,
35.8,363.15,2534,11,Month-to-month,0,0.41783732,Medium Risk,Low Value,1,0,
78.85,1600.25,2444,22,Month-to-month,0,0.5365572,Medium Risk,Low Value,1,0,
20.4,275.7,5068,14,One year,0,0.09587175,Low Risk,Mid Value,0,0,
74.25,3089.1,3277,41,Month-to-month,0,0.5239051,Medium Risk,Low Value,1,0,
64.8,1175.6,3546,17,One year,0,0.3061988,Medium Risk,Low Value,3,0,
20.45,237.3,2642,11,Month-to-month,0,0.13022636,Low Risk,Low Value,0,0,
110.65,8065.65,4259,72,Two year,0,0.020212002,Low Risk,Mid Value,5,0,
40.3,92.5,5651,3,Month-to-month,0,0.34450707,Medium Risk,High Value,2,0,
107.0,6152.3,4620,59,One year,0,0.3610735,Medium Risk,Mid Value,5,0,
73.35,5154.5,5124,71,Two year,0,0.068527326,Low Risk,High Value,4,0,
44.8,220.45,2492,5,Month-to-month,0,0.28164932,Low Risk,Low Value,0,0,
54.75,1510.3,3519,27,Month-to-month,0,0.050369676,Low Risk,Low Value,2,0,
40.6,2588.95,6406,63,One year,0,0.01814865,Low Risk,High Value,3,0,
55.3,3983.6,6259,72,Two year,0,0.012736258,Low Risk,High Value,1,0,
60.85,2003.6,3012,34,Month-to-month,0,0.116830274,Low Risk,Low Value,2,0,
78.4,1832.4,2506,24,One year,0,0.27933893,Low Risk,Low Value,4,0,
69.65,4908.25,4262,72,Two year,0,0.008686877,Low Risk,Mid Value,4,0,
59.85,3590.2,5790,60,Two year,0,0.022199742,Low Risk,High Value,5,0,
76.9,5023.0,5355,68,One year,0,0.23999512,Low Risk,High Value,4,0,
19.85,146.6,3260,8,Two year,0,0.04791013,Low Risk,Low Value,0,0,
67.65,2339.3,4263,34,Two year,0,0.030246025,Low Risk,Mid Value,4,0,
45.0,298.7,2270,6,Month-to-month,0,0.45442593,Medium Risk,Low Value,2,0,
64.2,143.65,4369,2,Month-to-month,0,0.40267363,Medium Risk,Mid Value,3,0,
81.7,2548.65,4850,31,One year,0,0.081051864,Low Risk,Mid Value,1,0,
25.55,507.4,3235,20,Month-to-month,0,0.07891436,Low Risk,Low Value,0,0,
20.0,20.0,2358,1,Month-to-month,0,0.35779133,Medium Risk,Low Value,0,0,
75.65,5411.4,4181,70,Two year,0,0.10001828,Low Risk,Mid Value,0,0,
23.8,903.8,3970,39,Two year,0,0.031723525,Low Risk,Low Value,0,0,
64.2,3009.5,4699,46,Two year,0,0.0644028,Low Risk,Mid Value,3,0,
76.8,5468.45,5120,72,Two year,0,0.021437822,Low Risk,High Value,3,0,
55.2,1058.1,2110,18,Month-to-month,0,0.40682954,Medium Risk,Low Value,2,0,
108.55,7616.0,4111,71,Two year,0,0.39429486,Medium Risk,Mid Value,5,0,
25.25,1108.2,3052,42,Two year,0,0.06257018,Low Risk,Low Value,0,0,
30.4,938.65,4697,34,One year,0,0.306066,Medium Risk,Mid Value,1,0,
20.05,94.15,2154,5,Month-to-month,0,0.24795772,Low Risk,Low Value,0,0,
84.6,2088.05,4874,25,Month-to-month,0,0.7279258,High Risk,Mid Value,1,0,
103.7,5656.75,5892,55,One year,0,0.016180495,Low Risk,High Value,5,0,
88.0,5986.45,4867,70,Two year,0,0.054594636,Low Risk,Mid Value,3,0,
106.35,6751.35,5632,61,Month-to-month,0,0.43549782,Medium Risk,High Value,4,0,
79.15,3566.6,3716,43,Two year,0,0.029977068,Low Risk,Low Value,5,0,
103.1,4889.3,5029,47,One year,0,0.7166815,High Risk,Mid Value,4,0,
63.95,318.1,3099,5,Month-to-month,0,0.36790425,Medium Risk,Low Value,3,0,
25.8,1563.95,6201,62,Two year,0,0.017818546,Low Risk,High Value,0,0,
25.55,372.45,2080,14,Month-to-month,0,0.12839839,Low Risk,Low Value,0,0,
44.85,1442.6,5569,34,Month-to-month,0,0.09174695,Low Risk,High Value,3,0,
25.05,963.95,3772,38,Two year,0,0.0043153106,Low Risk,Low Value,0,0,
74.1,5222.3,6325,70,One year,0,0.40457603,Medium Risk,High Value,5,0,
88.8,3340.55,3746,37,Month-to-month,0,0.054185968,Low Risk,Low Value,2,0,
93.25,5774.55,4353,60,Month-to-month,0,0.015399611,Low Risk,Mid Value,3,0,
71.4,4487.3,5327,62,One year,0,0.08663326,Low Risk,High Value,4,0,
79.2,2854.95,4830,36,Month-to-month,0,0.088217504,Low Risk,Mid Value,5,0,
20.4,905.55,2404,44,Two year,0,0.008363775,Low Risk,Low Value,0,0,
105.0,7589.8,5678,72,Two year,0,0.049791224,Low Risk,High Value,4,0,
30.85,394.1,2444,13,Month-to-month,0,0.35430935,Medium Risk,Low Value,1,0,
20.55,295.95,3009,15,One year,0,0.039450966,Low Risk,Low Value,0,0,
84.85,5459.2,5434,65,Two year,0,0.013038505,Low Risk,High Value,6,0,
33.15,444.75,3882,12,One year,0,0.23934846,Low Risk,Low Value,2,0,
92.0,6782.15,5883,72,Two year,0,0.0043244315,Low Risk,High Value,6,0,
89.8,6510.45,5762,72,Two year,0,0.0036599508,Low Risk,High Value,6,0,
115.8,8476.5,5841,72,Two year,0,0.0019903556,Low Risk,High Value,6,0,
85.15,4461.85,4322,52,Two year,0,0.033958495,Low Risk,Mid Value,5,0,
24.85,62.0,5983,2,Month-to-month,0,0.34274554,Medium Risk,High Value,0,0,
64.35,352.65,4771,5,Month-to-month,0,0.50419724,Medium Risk,Mid Value,3,0,
20.5,1424.9,4201,68,Two year,0,0.004233163,Low Risk,Mid Value,0,0,
86.05,6309.65,5965,72,Two year,0,0.0032663285,Low Risk,High Value,5,0,
89.0,5898.6,4488,66,One year,0,0.29904518,Low Risk,Mid Value,3,0,
64.8,4719.75,4036,72,Two year,0,0.00659404,Low Risk,Mid Value,6,0,
19.8,457.3,5823,26,One year,0,0.013294176,Low Risk,High Value,0,0,
93.4,5822.3,6249,64,Two year,0,0.012454533,Low Risk,High Value,3,0,
39.0,2337.45,4987,62,Two year,0,0.07044368,Low Risk,Mid Value,2,0,
20.5,104.3,5263,5,Month-to-month,0,0.13045374,Low Risk,High Value,0,0,
26.4,121.25,4315,3,Two year,0,0.014060044,Low Risk,Mid Value,0,0,
98.2,7015.9,4332,72,Two year,0,0.022040691,Low Risk,Mid Value,4,0,
97.55,5598.0,5833,57,One year,0,0.014853124,Low Risk,High Value,4,0,
19.95,1269.1,6382,66,Two year,0,0.0023418553,Low Risk,High Value,0,0,
99.7,4634.35,3333,45,Two year,0,0.0129216155,Low Risk,Low Value,3,0,
34.8,113.95,2496,3,Month-to-month,0,0.63126177,High Risk,Low Value,1,0,
60.15,3077.0,5404,51,One year,0,0.10714213,Low Risk,High Value,5,0,
64.75,4039.5,6408,60,One year,0,0.060197767,Low Risk,High Value,3,0,
54.65,1665.2,5201,33,Month-to-month,0,0.32197008,Medium Risk,High Value,1,0,
19.3,504.2,2269,26,One year,0,0.007923146,Low Risk,Low Value,0,0,
111.25,7511.65,5649,67,One year,0,0.29044256,Low Risk,High Value,5,0,
35.8,1782.0,4865,49,One year,0,0.07471303,Low Risk,Mid Value,2,0,
20.05,20.05,5368,1,Month-to-month,0,0.6590587,High Risk,High Value,0,0,
84.35,609.65,2107,7,Month-to-month,0,0.67016476,High Risk,Low Value,2,1,
110.5,2857.6,4997,27,One year,0,0.25815004,Low Risk,Mid Value,5,0,
91.2,3247.55,5263,37,One year,0,0.013391916,Low Risk,High Value,2,0,
89.3,2823.0,2132,31,Month-to-month,0,0.058219932,Low Risk,Low Value,3,0,
81.1,2619.25,2143,32,Month-to-month,0,0.65326923,High Risk,Low Value,1,0,
81.2,4965.1,6063,63,One year,0,0.046956193,Low Risk,High Value,1,0,
94.3,2679.7,4219,30,Month-to-month,0,0.5989882,Medium Risk,Mid Value,3,0,
116.1,8310.55,5027,71,Two year,0,0.09239324,Low Risk,Mid Value,6,0,
105.55,5682.25,5731,53,Two year,0,0.26801375,Low Risk,High Value,4,0,
94.4,4914.9,5548,50,Month-to-month,0,0.51115763,Medium Risk,High Value,3,0,
19.5,27.55,4836,2,Month-to-month,0,0.23349477,Low Risk,Mid Value,0,0,
105.6,6068.65,4196,56,One year,0,0.541506,Medium Risk,Mid Value,5,0,
81.35,5398.6,4219,67,Two year,0,0.09424842,Low Risk,Mid Value,5,0,
56.4,234.85,5344,4,Month-to-month,0,0.63541526,High Risk,High Value,1,0,
65.35,1231.85,2051,19,One year,0,0.2086972,Low Risk,Low Value,3,0,
19.95,170.9,5919,8,Month-to-month,0,0.10613886,Low Risk,High Value,0,0,
111.25,7984.15,4361,71,Two year,0,0.12870932,Low Risk,Mid Value,5,0,
89.0,1288.3,4452,15,Month-to-month,0,0.43829635,Medium Risk,Mid Value,2,0,
106.1,7848.5,6283,72,One year,0,0.011309754,Low Risk,High Value,4,0,
20.05,267.0,4018,12,One year,0,0.029784873,Low Risk,Mid Value,0,0,
25.2,1798.9,6499,72,Two year,0,0.0012705293,Low Risk,High Value,0,0,
75.4,1643.55,2491,23,Month-to-month,0,0.3167997,Medium Risk,Low Value,1,0,
65.55,4807.45,4266,72,Two year,0,0.009658118,Low Risk,Mid Value,6,0,
80.7,2193.0,4501,26,Month-to-month,0,0.6516113,High Risk,Mid Value,1,0,
104.55,2239.4,3471,21,One year,0,0.42437556,Medium Risk,Low Value,5,0,
24.15,1505.9,4501,60,One year,0,0.048164092,Low Risk,Mid Value,0,0,
20.45,255.35,4883,12,Month-to-month,0,0.1204991,Low Risk,Mid Value,0,0,
75.4,1189.4,5432,16,Month-to-month,0,0.8679666,High Risk,High Value,0,0,
79.7,4786.15,4010,63,One year,0,0.124853246,Low Risk,Mid Value,4,0,
81.7,1820.9,5602,22,Month-to-month,0,0.33049184,Medium Risk,High Value,2,0,
76.3,2404.15,5324,32,Month-to-month,0,0.071927145,Low Risk,High Value,5,0,
103.75,7039.45,4121,68,Two year,0,0.006026163,Low Risk,Mid Value,4,0,
86.45,2538.05,2923,30,One year,0,0.010776609,Low Risk,Low Value,2,0,
75.1,1212.85,5176,16,Month-to-month,0,0.41864884,Medium Risk,High Value,1,0,
80.6,2651.1,5542,33,Two year,0,0.017924739,Low Risk,High Value,2,0,
19.3,1304.8,4035,72,Two year,0,0.0048964573,Low Risk,Mid Value,0,0,
33.6,435.45,2990,12,One year,0,0.14366682,Low Risk,Low Value,2,0,
83.25,308.05,5251,4,Month-to-month,0,0.929205,High Risk,High Value,1,1,
80.85,0.0,2048,0,Two year,0,0.11809041,Low Risk,Low Value,5,1,
108.05,7118.9,6047,65,One year,0,0.33780742,Medium Risk,High Value,5,0,
19.9,320.45,3366,15,Month-to-month,0,0.26809695,Low Risk,Low Value,0,0,
21.05,531.55,2050,24,One year,0,0.07227084,Low Risk,Low Value,0,0,
30.15,382.2,3540,13,Month-to-month,0,0.15461385,Low Risk,Low Value,1,0,
79.85,2001.0,5128,24,Month-to-month,0,0.5445912,Medium Risk,High Value,1,0,
65.5,4919.7,4119,72,Two year,0,0.0090924455,Low Risk,Mid Value,6,0,
104.1,5645.8,5795,54,Month-to-month,0,0.21969649,Low Risk,High Value,4,0,
20.5,77.6,5053,4,Month-to-month,0,0.10678457,Low Risk,Mid Value,0,0,
91.35,2896.55,2965,32,Month-to-month,0,0.03448342,Low Risk,Low Value,2,0,
20.5,759.35,2009,35,Two year,0,0.0028992612,Low Risk,Low Value,0,0,
75.6,535.55,2934,8,Month-to-month,0,0.48299327,Medium Risk,Low Value,1,1,
55.1,1253.15,2729,22,Month-to-month,0,0.16783163,Low Risk,Low Value,2,0,
58.95,955.15,4497,15,Month-to-month,0,0.38958862,Medium Risk,Mid Value,3,0,
95.1,2162.6,3729,22,Month-to-month,0,0.87454456,High Risk,Low Value,2,0,
25.45,1813.35,4993,71,Two year,0,0.0016488157,Low Risk,Mid Value,0,0,
56.75,245.15,2401,4,Month-to-month,0,0.40384218,Medium Risk,Low Value,2,0,
81.75,2028.8,5917,25,Month-to-month,0,0.06069313,Low Risk,High Value,5,0,
86.1,2723.75,4970,32,Month-to-month,0,0.0928975,Low Risk,Mid Value,2,0,
29.8,220.45,2587,7,Month-to-month,0,0.55000585,Medium Risk,Low Value,1,0,
20.5,365.8,2259,17,One year,0,0.033836536,Low Risk,Low Value,0,0,
60.9,551.95,2136,8,Month-to-month,0,0.27773464,Low Risk,Low Value,2,0,
73.25,4054.2,4011,56,Two year,0,0.015950033,Low Risk,Mid Value,4,0,
20.85,60.65,5868,3,Month-to-month,0,0.0832054,Low Risk,High Value,0,0,
77.35,5550.1,4846,71,Two year,0,0.012129691,Low Risk,Mid Value,5,0,
93.85,4733.1,5698,49,Month-to-month,0,0.7023443,High Risk,High Value,3,0,
70.1,4048.95,4474,58,Two year,0,0.028375102,Low Risk,Mid Value,4,0,
75.95,4542.35,5446,59,Two year,0,0.045525897,Low Risk,High Value,4,0,
75.25,888.65,5902,11,Month-to-month,0,0.6416926,High Risk,High Value,0,1,
54.95,1916.0,4858,35,One year,0,0.0722765,Low Risk,Mid Value,2,0,
19.5,413.0,5409,20,Month-to-month,0,0.17685938,Low Risk,High Value,0,0,
19.6,808.95,2630,40,Two year,0,0.0027528768,Low Risk,Low Value,0,0,
47.85,1886.4,5531,39,One year,0,0.13466078,Low Risk,High Value,1,0,
23.75,1679.25,4923,72,Two year,0,0.0020121098,Low Risk,Mid Value,0,0,
43.8,540.95,5706,12,Month-to-month,0,0.26569825,Low Risk,High Value,0,0,
19.75,19.75,3595,1,Month-to-month,0,0.56767386,Medium Risk,Low Value,0,0,
19.15,537.35,4004,27,Month-to-month,0,0.0033752632,Low Risk,Mid Value,0,0,
19.6,678.8,4669,34,One year,0,0.021047784,Low Risk,Mid Value,0,0,
80.3,4513.65,6203,56,Two year,0,0.09709769,Low Risk,High Value,2,0,
24.35,1423.85,6190,58,Two year,0,0.029344091,Low Risk,High Value,0,0,
25.25,555.4,4386,22,Two year,0,0.008226787,Low Risk,Mid Value,0,0,
26.1,225.55,3179,10,Two year,0,0.009281789,Low Risk,Low Value,0,0,
20.0,268.45,3037,13,Two year,0,0.015348376,Low Risk,Low Value,0,0,
20.7,1492.1,6317,72,Two year,0,0.0049798875,Low Risk,High Value,0,0,
70.3,132.4,4799,2,Month-to-month,0,0.46255127,Medium Risk,Mid Value,3,0,
69.55,284.9,3708,4,Month-to-month,0,0.36999696,Medium Risk,Low Value,0,0,
19.85,784.25,3408,37,Two year,0,0.015433795,Low Risk,Low Value,0,0,
20.0,417.7,2366,21,Month-to-month,0,0.07010679,Low Risk,Low Value,0,0,
95.85,5016.25,5325,53,One year,0,0.53497314,Medium Risk,High Value,2,0,
20.75,485.2,3418,23,One year,0,0.10563228,Low Risk,Low Value,0,0,
50.15,160.85,2085,3,Month-to-month,0,0.39223972,Medium Risk,Low Value,1,0,
58.65,4145.25,4151,71,Two year,0,0.014782373,Low Risk,Mid Value,5,0,
95.9,827.45,5017,9,Month-to-month,0,0.83764386,High Risk,Mid Value,3,1,
49.5,49.5,5262,1,Month-to-month,0,0.59317774,Medium Risk,High Value,1,0,
80.1,5585.4,6045,71,Two year,0,0.009505788,Low Risk,High Value,5,0,
24.4,1601.2,5887,64,One year,0,0.008806071,Low Risk,High Value,0,0,
40.05,162.45,2664,4,Month-to-month,0,0.6706162,High Risk,Low Value,2,0,
19.5,470.2,5652,23,Month-to-month,0,0.13945943,Low Risk,High Value,0,0,
51.05,2066.0,3154,39,Month-to-month,0,0.04946238,Low Risk,Low Value,1,0,
54.35,1426.45,5105,28,One year,0,0.07079371,Low Risk,High Value,2,0,
84.7,392.5,2660,5,Month-to-month,0,0.73028976,High Risk,Low Value,2,1,
86.1,3861.45,2701,45,Month-to-month,0,0.62111646,High Risk,Low Value,2,0,
70.35,2552.9,5402,37,Month-to-month,0,0.5379735,Medium Risk,High Value,0,0,
110.0,6668.35,4953,60,Two year,0,0.060999583,Low Risk,Mid Value,6,0,
94.9,4615.25,4510,47,One year,0,0.1331836,Low Risk,Mid Value,3,0,
69.75,3557.7,4539,50,Month-to-month,0,0.04263548,Low Risk,Mid Value,0,0,
71.6,1957.1,3773,27,Month-to-month,0,0.027584456,Low Risk,Low Value,3,0,
23.65,1416.75,4671,62,Two year,0,0.023591077,Low Risk,Mid Value,0,0,
81.85,5924.4,4090,71,Two year,0,0.011519535,Low Risk,Mid Value,5,0,
25.1,1697.7,6025,66,Two year,0,0.010239125,Low Risk,High Value,0,0,
114.7,7849.85,5671,68,Two year,0,0.012013178,Low Risk,High Value,6,0,
49.15,649.4,3000,13,Month-to-month,0,0.7030161,High Risk,Low Value,3,0,
80.9,4557.5,5344,56,One year,0,0.42135984,Medium Risk,High Value,1,0,
19.3,360.35,2870,16,One year,0,0.07593237,Low Risk,Low Value,0,0,
70.2,1046.5,5819,14,Month-to-month,0,0.23739266,Low Risk,High Value,0,0,
54.25,447.75,2237,8,One year,0,0.13157265,Low Risk,Low Value,2,0,
99.3,4209.95,3280,43,Month-to-month,0,0.10425199,Low Risk,Low Value,3,0,
74.0,3877.65,5806,52,One year,0,0.05966236,Low Risk,High Value,4,0,
50.25,152.3,2166,3,Month-to-month,0,0.35873666,Medium Risk,Low Value,1,0,
19.8,572.2,5696,29,One year,0,0.02569325,Low Risk,High Value,0,0,
35.5,552.7,2069,16,Month-to-month,0,0.26730767,Low Risk,Low Value,1,0,
80.75,3208.65,2047,40,One year,0,0.22795987,Low Risk,Low Value,4,0,
19.55,620.75,2691,36,One year,0,0.040662505,Low Risk,Low Value,0,0,
20.05,505.9,2403,26,One year,0,0.038020607,Low Risk,Low Value,0,0,
112.4,8046.85,6144,72,Two year,0,0.02674657,Low Risk,High Value,5,0,
50.2,1815.3,4352,34,Month-to-month,0,0.110188685,Low Risk,Mid Value,1,0,
62.25,612.95,3415,10,Month-to-month,0,0.2454831,Low Risk,Low Value,3,0,
55.7,795.15,4978,14,One year,0,0.100615084,Low Risk,Mid Value,2,0,
19.65,973.1,2021,47,Two year,0,0.017048018,Low Risk,Low Value,0,0,
89.25,2210.2,5436,24,Month-to-month,0,0.50351,Medium Risk,High Value,3,0,
54.0,1055.9,5090,20,One year,0,0.18078327,Low Risk,Mid Value,2,0,
56.75,1304.85,4574,22,Two year,0,0.03377062,Low Risk,Mid Value,4,0,
21.1,21.1,2810,1,Month-to-month,0,0.54305714,Medium Risk,Low Value,0,0,
96.65,5580.8,5266,59,Month-to-month,0,0.041885216,Low Risk,High Value,3,0,
24.5,1497.9,4455,58,One year,0,0.055827137,Low Risk,Mid Value,0,0,
79.2,4590.35,5400,59,Two year,0,0.07331018,Low Risk,High Value,1,0,
69.55,200.2,5998,3,Month-to-month,0,0.38491195,Medium Risk,High Value,0,0,
20.05,614.45,3398,32,Two year,0,0.017285826,Low Risk,Low Value,0,0,
98.85,4564.9,2641,46,Month-to-month,0,0.86947364,High Risk,Low Value,3,0,
25.75,0.0,4950,0,Two year,0,0.023382,Low Risk,Mid Value,0,0,
19.6,1012.4,4848,52,One year,0,0.020301688,Low Risk,Mid Value,0,0,
87.65,2766.4,2426,32,Month-to-month,0,0.3751815,Medium Risk,Low Value,2,0,
74.75,1129.35,3574,16,Month-to-month,0,0.72865885,High Risk,Low Value,0,0,
107.45,5680.9,5446,51,One year,0,0.17711163,Low Risk,High Value,5,0,
75.35,2243.9,4422,29,One year,0,0.22595981,Low Risk,Mid Value,4,0,
64.95,4523.25,5669,70,Two year,0,0.079698354,Low Risk,High Value,4,0,
100.45,7159.7,6171,71,Two year,0,0.006276264,Low Risk,High Value,4,0,
68.5,2839.95,3877,41,One year,0,0.15029855,Low Risk,Low Value,3,0,
80.55,80.55,3154,1,Month-to-month,0,0.9155929,High Risk,Low Value,1,1,
81.25,580.1,5928,7,Month-to-month,0,0.33288115,Medium Risk,High Value,5,1,
89.55,6038.55,6194,67,One year,0,0.022073943,Low Risk,High Value,3,0,
55.7,259.4,3598,5,Month-to-month,0,0.2850984,Low Risk,Low Value,1,0,
24.8,324.15,3965,15,Month-to-month,0,0.21879734,Low Risk,Low Value,0,0,
20.0,417.65,3402,20,Month-to-month,0,0.07606295,Low Risk,Low Value,0,0,
105.2,5637.85,5546,54,One year,0,0.03433061,Low Risk,High Value,4,0,
19.55,839.4,5293,42,One year,0,0.015709156,Low Risk,High Value,0,0,
79.75,769.1,4654,9,Month-to-month,0,0.92259556,High Risk,Mid Value,1,1,
97.45,6253.0,4769,63,Two year,0,0.07731633,Low Risk,Mid Value,3,0,
24.25,1641.8,4884,69,Two year,0,0.01646331,Low Risk,Mid Value,0,0,
24.6,1678.05,5294,69,Two year,0,0.011640167,Low Risk,High Value,0,0,
50.15,2058.5,2454,40,Month-to-month,0,0.28692573,Low Risk,Low Value,1,0,
39.6,2424.5,5544,60,Two year,0,0.022770422,Low Risk,High Value,3,0,
89.85,6293.45,4994,71,Two year,0,0.004409831,Low Risk,Mid Value,6,0,
98.85,3145.9,3981,32,Month-to-month,0,0.80309844,High Risk,Mid Value,3,0,
53.85,2200.7,2380,39,Two year,0,0.11983194,Low Risk,Low Value,1,0,
24.25,914.4,2997,38,One year,0,0.050957005,Low Risk,Low Value,0,0,
89.45,4577.75,5386,52,Two year,0,0.13997479,Low Risk,High Value,2,0,
105.25,4997.5,4275,48,Month-to-month,0,0.060958803,Low Risk,Mid Value,4,0,
59.5,4144.8,4031,70,Two year,0,0.030995103,Low Risk,Mid Value,5,0,
70.55,1493.55,5790,20,Month-to-month,0,0.32029557,Medium Risk,High Value,0,0,
82.5,4179.1,5258,50,One year,0,0.13446379,Low Risk,High Value,5,0,
61.6,1611.0,3807,25,One year,0,0.13704957,Low Risk,Low Value,3,0,
49.05,593.05,4244,12,Month-to-month,0,0.4562859,Medium Risk,Mid Value,1,0,
66.25,1533.8,2072,23,One year,0,0.16268095,Low Risk,Low Value,4,0,
19.4,529.8,3792,27,Month-to-month,0,0.24950962,Low Risk,Low Value,0,0,
86.05,3865.6,5527,47,Month-to-month,0,0.5730977,Medium Risk,High Value,1,0,
19.15,515.75,4347,26,Two year,0,0.00050539227,Low Risk,Mid Value,0,0,
19.25,48.35,4725,2,Month-to-month,0,0.0423476,Low Risk,Mid Value,0,0,
81.95,2070.05,2817,26,Month-to-month,0,0.05724183,Low Risk,Low Value,2,0,
114.65,8333.95,5408,72,Two year,0,0.007890159,Low Risk,High Value,6,0,
20.0,1209.25,5975,63,Two year,0,0.002051697,Low Risk,High Value,0,0,
19.8,1396.25,5406,71,Two year,0,0.0017692391,Low Risk,High Value,0,0,
65.15,723.35,5942,11,Month-to-month,0,0.06721612,Low Risk,High Value,2,0,
19.65,228.65,2962,14,One year,0,0.043465972,Low Risk,Low Value,0,0,
88.95,1161.75,5407,13,Two year,0,0.03865975,Low Risk,High Value,6,0,
20.2,98.35,3478,6,Month-to-month,0,0.06704285,Low Risk,Low Value,0,0,
75.2,775.3,5193,11,Month-to-month,0,0.21980645,Low Risk,High Value,0,1,
56.8,1074.65,5558,18,Month-to-month,0,0.51219606,Medium Risk,High Value,1,0,
75.5,2324.7,3131,32,Month-to-month,0,0.4073236,Medium Risk,Low Value,1,0,
35.6,1072.6,3898,29,One year,0,0.042222753,Low Risk,Low Value,2,0,
60.25,170.5,4830,3,Month-to-month,0,0.746461,High Risk,Mid Value,1,0,
40.35,1677.85,2454,41,Month-to-month,0,0.43783626,Medium Risk,Low Value,2,0,
18.85,18.85,5084,1,Month-to-month,0,0.3244499,Medium Risk,Mid Value,0,0,
54.85,370.4,3481,7,Month-to-month,0,0.42315084,Medium Risk,Low Value,1,0,
64.3,3410.6,4405,52,One year,0,0.07619373,Low Risk,Mid Value,3,0,
24.65,1138.8,3043,45,Two year,0,0.004900876,Low Risk,Low Value,0,0,
76.1,5264.25,5115,70,Two year,0,0.14037359,Low Risk,High Value,4,0,
18.7,1005.7,4116,53,Two year,0,0.012268328,Low Risk,Mid Value,0,0,
97.95,5936.55,5428,62,One year,0,0.1393156,Low Risk,High Value,3,0,
94.1,5475.9,5267,60,Month-to-month,0,0.20242807,Low Risk,High Value,3,0,
95.1,2326.05,4025,23,Month-to-month,0,0.65681237,High Risk,Mid Value,3,0,
72.35,4991.5,4910,67,One year,0,0.20463446,Low Risk,Mid Value,4,0,
82.7,5831.2,5089,71,Two year,0,0.011167922,Low Risk,Mid Value,5,0,
19.9,510.8,2130,25,One year,0,0.014911875,Low Risk,Low Value,0,0,
53.8,283.95,2182,5,Month-to-month,0,0.7058014,High Risk,Low Value,1,0,
51.55,1295.4,3130,26,One year,0,0.08779197,Low Risk,Low Value,0,0,
19.65,19.65,2539,1,One year,0,0.11605015,Low Risk,Low Value,0,0,
44.05,3011.65,4022,70,One year,0,0.03669995,Low Risk,Mid Value,3,0,
114.0,8093.15,4558,72,Two year,0,0.002089465,Low Risk,Mid Value,6,0,
100.4,3217.65,4848,32,Month-to-month,0,0.21432565,Low Risk,Mid Value,3,0,
54.25,773.2,4423,14,One year,0,0.18643999,Low Risk,Mid Value,1,0,
80.0,1029.35,5577,13,Month-to-month,0,0.75658953,High Risk,High Value,1,0,
79.2,3593.8,2007,46,Two year,0,0.01855347,Low Risk,Low Value,4,0,
94.3,3953.15,2040,43,Month-to-month,0,0.6935066,High Risk,Low Value,3,0,
49.8,1971.15,2202,39,Two year,0,0.0675278,Low Risk,Low Value,1,0,
53.75,3196.0,5594,57,Month-to-month,0,0.39815265,Medium Risk,High Value,4,0,
93.45,4872.2,4700,53,One year,0,0.5325108,Medium Risk,Mid Value,3,0,
87.9,1500.5,5192,18,Month-to-month,0,0.21883397,Low Risk,High Value,3,0,
61.05,3478.75,4411,58,One year,0,0.05286902,Low Risk,Mid Value,2,0,
104.05,7413.55,4113,71,Two year,0,0.20418231,Low Risk,Mid Value,3,0,
99.25,3532.0,3244,35,One year,0,0.34487522,Medium Risk,Low Value,4,0,
85.7,256.75,5806,3,Month-to-month,0,0.60367763,High Risk,High Value,2,1,
104.85,3887.25,2709,38,One year,0,0.33335626,Medium Risk,Low Value,4,0,
69.15,2490.15,3945,35,Two year,0,0.035741962,Low Risk,Low Value,4,0,
74.45,3510.3,3459,47,Two year,0,0.02272814,Low Risk,Low Value,4,0,
50.45,765.45,3185,14,Month-to-month,0,0.34094205,Medium Risk,Low Value,1,0,
